[2025-10-21 23:25:38,990] INFO: [SPKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:37,399] INFO: Запуск мониторинга...
[2025-10-21 23:28:37,685] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-21 23:28:37,686] INFO: Всего тикеров: 614, после фильтра по объёму (10000000.0): 276
[2025-10-21 23:28:37,687] INFO: Причины исключения тикеров: {'volume': 296, 'usdt': 42}
[2025-10-21 23:28:37,691] INFO: Всего тикеров после фильтра: 267
[2025-10-21 23:28:38,178] INFO: [TUTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,205] INFO: [MERLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,215] INFO: [WIFUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,294] INFO: [NOMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,302] INFO: [PROVEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,312] INFO: [FLOWUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,320] INFO: [HOLOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,330] INFO: [REZUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,339] INFO: [SQDUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,348] INFO: [NMRUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,357] INFO: [ZEREBROUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,366] INFO: [LDOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,376] INFO: [RVVUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,384] INFO: [MKRUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,477] INFO: [BERAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,485] INFO: [ALICEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,494] INFO: [FFUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,503] INFO: [ZORAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,512] INFO: [MANAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,521] INFO: [DASHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,529] INFO: [LISTAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,538] INFO: [AAVEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,546] INFO: [AVAXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,758] INFO: [SOONUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,767] INFO: [ZBTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,777] INFO: [CTSIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,786] INFO: [2ZUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,797] INFO: [BASUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,805] INFO: [HANAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,815] INFO: [UBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,825] INFO: [GIGGLEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,833] INFO: [PYTHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,844] INFO: [IDOLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,854] INFO: [AGIXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,863] INFO: [VETUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,871] INFO: [BLZUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,881] INFO: [BANKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,890] INFO: [GRTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,899] INFO: [1MBABYDOGEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,909] INFO: [BNXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,917] INFO: [PNUTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,927] INFO: [BANUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,936] INFO: [ALPACAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:38,946] INFO: [OGUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,034] INFO: [TOWNSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,223] INFO: [KAVAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,243] INFO: [SLERFUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,267] INFO: [SUPERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,276] INFO: [ATOMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,301] INFO: [SKYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,360] INFO: [MIRAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,380] INFO: [STOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,451] INFO: [HBARUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,460] INFO: [DOGEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,468] INFO: [SUIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,478] INFO: [INUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,486] INFO: [RENDERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,496] INFO: [TAGUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,505] INFO: [WALUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,513] INFO: [LABUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,523] INFO: [ZKCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,531] INFO: [ENSOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,647] INFO: [JASMYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,655] INFO: [NULSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,664] INFO: [OMGUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,673] INFO: [BSWUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,682] INFO: [SUSHIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,690] INFO: [LIGHTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,699] INFO: [DOODUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,708] INFO: [SPKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,717] INFO: [COMPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,726] INFO: [ETHFIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,734] INFO: [LYNUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,743] INFO: [RSRUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,752] INFO: [AVNTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,761] INFO: [TROYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,769] INFO: [HUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,935] INFO: [SNXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,944] INFO: [FTMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,953] INFO: [ORDIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,961] INFO: [SAHARAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,970] INFO: [PAXGUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,979] INFO: [SEIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,987] INFO: [EIGENUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:39,997] INFO: [ONDOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,006] INFO: [WLDUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,015] INFO: [NILUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,023] INFO: [USELESSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,033] INFO: [RAYSOLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,041] INFO: [AMBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,051] INFO: [币安人生USDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,060] INFO: [IMXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,068] INFO: [LAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,077] INFO: [WAVESUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,175] INFO: [PUMPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,183] INFO: [BCHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,192] INFO: [AUCTIONUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,201] INFO: [KGENUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,210] INFO: [STRKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,500] INFO: [STBLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,531] INFO: [ZECUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,554] INFO: [DOGSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,588] INFO: [SOLVUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,599] INFO: [IOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,609] INFO: [VINEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,661] INFO: [PENGUUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,669] INFO: [SANDUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,678] INFO: [SUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,687] INFO: [ARKMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,698] INFO: [KEYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,707] INFO: [LOOMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,786] INFO: [ENSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,794] INFO: [KLAYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,803] INFO: [RENUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,812] INFO: [UXLINKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,821] INFO: [BELUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,830] INFO: [BONDUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,839] INFO: [LINAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:40,849] INFO: [KNCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,026] INFO: [OMNIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,035] INFO: [DOTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,044] INFO: [QUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,053] INFO: [OPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,062] INFO: [ICPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,071] INFO: [TIAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,080] INFO: [VIRTUALUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,088] INFO: [JELLYJELLYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,098] INFO: [MYXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,107] INFO: [BIOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,117] INFO: [AEROUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,126] INFO: [METUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,135] INFO: [OCEANUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,146] INFO: [TRBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,155] INFO: [KDAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,165] INFO: [VFYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,174] INFO: [LOKAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,182] INFO: [API3USDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,192] INFO: [EDUUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,201] INFO: [STORJUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,210] INFO: [HYPEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,218] INFO: [ATHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,227] INFO: [TRUTHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,236] INFO: [FILUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,245] INFO: [YGGUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,253] INFO: [1000BONKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,263] INFO: [PLUMEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,272] INFO: [COMBOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,404] INFO: [ETCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,658] INFO: [HIFIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,676] INFO: [SIGNUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,700] INFO: [MEMEFIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,728] INFO: [PEOPLEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,788] INFO: [ARCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,797] INFO: [1000LUNCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,808] INFO: [PTBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,818] INFO: [LTCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,829] INFO: [XPINUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,837] INFO: [SOMIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,849] INFO: [1000SHIBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,949] INFO: [DEGOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,959] INFO: [STXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,968] INFO: [JTOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,979] INFO: [KASUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,987] INFO: [LUNA2USDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:41,998] INFO: [FETUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,009] INFO: [EDENUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,017] INFO: [LINKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,028] INFO: [BBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,037] INFO: [BAKEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,235] INFO: [ASTERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,246] INFO: [FORMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,254] INFO: [0GUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,265] INFO: [STRAXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,276] INFO: [CRVUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,285] INFO: [OPENUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,295] INFO: [BTRUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,304] INFO: [BARDUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,316] INFO: [WUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,326] INFO: [BLESSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,335] INFO: [B2USDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,346] INFO: [EULUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,355] INFO: [CAKEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,366] INFO: [DYDXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,378] INFO: [INJUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,387] INFO: [SYRUPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,397] INFO: [TWTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,409] INFO: [4USDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,418] INFO: [ETHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,429] INFO: [NEWTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,438] INFO: [LINEAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,449] INFO: [ARUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,462] INFO: [APTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,471] INFO: [AGTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,482] INFO: [TURBOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,494] INFO: [SOLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,952] INFO: [TRADOORUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,987] INFO: [XLMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:42,998] INFO: [SNTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,010] INFO: [BOMEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,059] INFO: [ENAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,070] INFO: [MUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,283] INFO: [PENDLEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,293] INFO: [BATUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,301] INFO: [1000FLOKIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,313] INFO: [HUMAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,323] INFO: [ZKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,333] INFO: [FARTCOINUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,345] INFO: [NEIROETHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,354] INFO: [TRUMPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,363] INFO: [SPXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,372] INFO: [WLFIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,382] INFO: [1000PEPEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,393] INFO: [POLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,402] INFO: [GALAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,412] INFO: [UNIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,421] INFO: [MDTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,431] INFO: [SOPHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,440] INFO: [RUNEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,450] INFO: [AXSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,460] INFO: [APEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,468] INFO: [UNFIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,479] INFO: [MEMEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,487] INFO: [ALGOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,498] INFO: [YBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,506] INFO: [NEOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,634] INFO: [ZROUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,643] INFO: [DGBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,651] INFO: [OMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,660] INFO: [EVAAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,669] INFO: [THETAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,678] INFO: [TAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,686] INFO: [RECALLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,695] INFO: [TREEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,704] INFO: [CLOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,721] INFO: [XRPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,729] INFO: [VIDTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,740] INFO: [BTCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,750] INFO: [ARBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:43,760] INFO: [FUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,068] INFO: [BNBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,097] INFO: [CFXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,107] INFO: [XMRUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,128] INFO: [RIVERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,228] INFO: [CELOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,238] INFO: [KMNOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,249] INFO: [MAGICUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,260] INFO: [MORPHOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,268] INFO: [TONUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,280] INFO: [TRXUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,289] INFO: [ORDERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,299] INFO: [MLNUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,310] INFO: [KERNELUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,319] INFO: [XANUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,329] INFO: [XPLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,339] INFO: [LEVERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,349] INFO: [ADAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,360] INFO: [MOODENGUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,369] INFO: [WCTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,398] INFO: [POPCATUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,409] INFO: [IPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,417] INFO: [ZENUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,462] INFO: [NEIROUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,472] INFO: [TAOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,481] INFO: [JUPUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,489] INFO: [1000SATSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,498] INFO: [HEMIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,508] INFO: [NEARUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:28:44,509] INFO: Обработано 267 тикеров, сигналов: 0
[2025-10-21 23:29:37,400] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-21 23:29:37,401] INFO: Запуск мониторинга...
[2025-10-21 23:29:37,684] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-21 23:29:37,685] INFO: Всего тикеров: 614, после фильтра по объёму (10000000.0): 276
[2025-10-21 23:29:37,685] INFO: Причины исключения тикеров: {'volume': 296, 'usdt': 42}
[2025-10-21 23:29:37,690] INFO: Всего тикеров после фильтра: 267
[2025-10-21 23:29:38,220] INFO: [ENSUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,245] INFO: [BOMEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,311] INFO: [MUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,318] INFO: [0GUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,328] INFO: [LTCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,337] INFO: [1000BONKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,347] INFO: [NOMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,355] INFO: [DOODUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,365] INFO: [HUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,374] INFO: [JASMYUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,470] INFO: [KNCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,479] INFO: [QUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:29:38,487] INFO: [KGENUSDT] Нет сигнала. Нет сигнала
